country_short,website,fax_stg,group,name,twitter,Vice-Chair/0,url,country,image,email,Member/0,Member/1,group_short,score,facebook,tel_stg,party,tel_bxl,id,Substitute/0,Substitute/1,fax_bxl,Substitute/2,Substitute/3,Member/2,Member/3,Substitute/4,Member/4,Chair/0,Member/5,Substitute/5,Vice-Chair/1,Member/6,Member/7,Member/8,Member/9,Member/10,fax_optout,Substitute/6
it,http://www.elisabettagardini.it/home/,+33388179393,Group of the European People's Party (Christian Democrats),Elisabetta GARDINI,EGardini,DMER,http://www.europarl.europa.eu/meps/en/58758/ELISABETTA_GARDINI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/58758.jpg,elisabetta.gardini@europarl.europa.eu,ENVI,DLAT,epp,0.55,https://www.facebook.com/pages/Elisabetta-Gardini/114266221965026,+33388175393,Forza Italia,+3222845393,58758,IMCO,PETI,+3222849393,D-US,,,,,,,,,,,,,,,,
it,,+33388179421,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Enrico GASBARRA,enricogasbarra,,http://www.europarl.europa.eu/meps/en/124817/ENRICO_GASBARRA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124817.jpg,enrico.gasbarra@europarl.europa.eu,JURI,D-CL,sd,0.3,,+33388175421,Partito Democratico,+3222845421,124817,TRAN,,+3222849421,,,DLAT,,,,,,,,,,,,,,
de,http://www.evelyne-gebhardt-fuer-europa.de,+33388179466,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Evelyne GEBHARDT,,,http://www.europarl.europa.eu/meps/en/1913/EVELYNE_GEBHARDT_home.html,Germany,http://www.europarl.europa.eu/mepphoto/1913.jpg,evelyne.gebhardt@europarl.europa.eu,IMCO,DACP,sd,0.7,,+33388175466,Sozialdemokratische Partei Deutschlands,+3222845466,1913,JURI,DMER,+3222849466,,,DLAT,,,,,,,,,,,,,,
de,http://www.jens-geier.de,+33388179874,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Jens GEIER,EuropaJens,BUDG,http://www.europarl.europa.eu/meps/en/96833/JENS_GEIER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96833.jpg,jens.geier@europarl.europa.eu,CONT,D-US,sd,0.5,https://de-de.facebook.com/Jens.Geier,+33388175874,Sozialdemokratische Partei Deutschlands,+3222845874,96833,ITRE,D-JP,+3222849874,,,,,,,,,,,,,,,,,
it,,+33388179250,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Elena GENTILE,elena_gentile,,http://www.europarl.europa.eu/meps/en/124847/ELENA_GENTILE_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124847.jpg,elena.gentile@europarl.europa.eu,EMPL,D-ME,sd,0.3,,+33388175250,Partito Democratico,+3222845250,124847,REGI,DSEE,+3222849250,,,,,,,,,,,,,,,,,
nl,http://www.gerbenjangerbrandy.nl,+33388179616,Group of the Alliance of Liberals and Democrats for Europe,Gerben-Jan GERBRANDY,Gerbrandy,,http://www.europarl.europa.eu/meps/en/96940/GERBEN-JAN_GERBRANDY_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/96940.jpg,gerben-jan.gerbrandy@europarl.europa.eu,ENVI,D-RU,aldeadle,0.5,http://www.facebook.com/profile.php?id=1265299670,+33388175616,Democraten 66,+3222845616,96940,CONT,ITRE,+3222849616,D-CN,,,,,,,,,,,,,,,,
de,,+33388179167,European Conservatives and Reformists Group,Arne GERICKE,,,http://www.europarl.europa.eu/meps/en/124815/ARNE_GERICKE_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124815.jpg,arne.gericke@europarl.europa.eu,EMPL,DACP,ecr,0.1,,+33388175167,Familien-Partei Deutschlands,+3222845167,124815,FEMM,DROI,+3222849167,DANZ,,,,,,,,,,,,,,,,
pl,http://www.lgeringer.pl,+33388179809,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Lidia Joanna GERINGER de OEDENBERG,lidiageringer,JURI,http://www.europarl.europa.eu/meps/en/28377/LIDIA+JOANNA_GERINGER+DE+OEDENBERG_home.html,Poland,http://www.europarl.europa.eu/mepphoto/28377.jpg,lidiajoanna.geringerdeoedenberg@europarl.europa.eu,PETI,DACP,sd,0.3,https://www.facebook.com/pages/Lidia-Geringer-de-Oedenberg/247754585312097?sk=timeline,+33388175809,Bezpartyjna,+3222845809,28377,BUDG,D-US,+3222849809,,,DMED,,,,,,,,,,,,,,
de,http://www.sven-giegold.de,+33388179369,Group of the Greens/European Free Alliance,Sven GIEGOLD,sven_giegold,,http://www.europarl.europa.eu/meps/en/96730/SVEN_GIEGOLD_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96730.jpg,sven.giegold@europarl.europa.eu,ECON,TAXE,greensefa,0.15,https://www.facebook.com/sven.giegold,+33388175369,Bündnis 90/Die Grünen,+3222845369,96730,BUDG,AFCO,+3222849369,,,D-AL,,,,,,,,,,,,,,
pl,http://www.adam.gierek.eu/,+33388179781,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Adam GIEREK,AdamGierek,,http://www.europarl.europa.eu/meps/en/28379/ADAM_GIEREK_home.html,Poland,http://www.europarl.europa.eu/mepphoto/28379.jpg,adam.gierek@europarl.europa.eu,ITRE,DCAS,sd,0.8,,+33388175781,Unia Pracy,+3222845781,28379,ENVI,D-CA,+3222849781,,,,,,,,,,,,,,,,,
de,http://www.jens-gieseke.de/,+33388179556,Group of the European People's Party (Christian Democrats),Jens GIESEKE,,,http://www.europarl.europa.eu/meps/en/124807/JENS_GIESEKE_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124807.jpg,jens.gieseke@europarl.europa.eu,ENVI,D-IN,epp,0.4,https://www.facebook.com/gieseke.europa,+33388175556,Christlich Demokratische Union Deutschlands,+3222845556,124807,AGRI,PECH,+3222849556,D-MD,DEPA,,,,,,,,,,,,,,,
gb,,+33388179341,Europe of Freedom and Direct Democracy Group,Nathan GILL,NathanGillMEP,,http://www.europarl.europa.eu/meps/en/124965/NATHAN_GILL_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124965.jpg,nathan.gill@europarl.europa.eu,DEVE,,efd,0.35,,+33388175341,United Kingdom Independence Party,+3222845341,124965,,,+3222849341,,,,,,,,,,,,,,,,,
gb,,+33388179193,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Neena GILL,neenaformep,D-IN,http://www.europarl.europa.eu/meps/en/4533/NEENA_GILL_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4533.jpg,neena.gill@europarl.europa.eu,ECON,D-US,sd,0.3,,+33388175193,Labour Party,+3222845193,4533,AFET,TAXE,+3222849193,DASE,,,,,,,,,,,,,,,,
es,,+33388179784,Group of the Alliance of Liberals and Democrats for Europe,Juan Carlos GIRAUTA VIDAL,GirautaOficial,,http://www.europarl.europa.eu/meps/en/125052/JUAN+CARLOS_GIRAUTA+VIDAL_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125052.jpg,juancarlos.girautavidal@europarl.europa.eu,ITRE,DACP,aldeadle,0.8,,+33388175784,Ciudadanos – Partido de la Ciudadanía,+3222845784,125052,CULT,DSAS,+3222849784,,,,,,,,,,,,,,,,,
gb,http://www.juliegirling.com/,+33388179678,European Conservatives and Reformists Group,Julie GIRLING,juliegirling,,http://www.europarl.europa.eu/meps/en/96956/JULIE_GIRLING_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/96956.jpg,julie.girling@europarl.europa.eu,ENVI,DASE,ecr,0.1,http://www.facebook.com/home.php#!/profile.php?id=100001319317187,+33388175678,Conservative Party,+3222845678,96956,AGRI,FEMM,+3222849678,,,,,,,,,,,,,,,,,
it,http://www.michelagiuffrida.eu/,+33388179531,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Michela GIUFFRIDA,m_giuffrida,,http://www.europarl.europa.eu/meps/en/124864/MICHELA_GIUFFRIDA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124864.jpg,michela.giuffrida@europarl.europa.eu,REGI,DACP,sd,0.3,,+33388175531,Partito Democratico,+3222845531,124864,AGRI,PETI,+3222849531,DMAS,DMER,,,,,,,,,,,,,,,
fr,,+33388179149,Non-attached Members,Sylvie GODDYN,Sylvie_Goddyn,,http://www.europarl.europa.eu/meps/en/21331/SYLVIE_GODDYN_home.html,France,http://www.europarl.europa.eu/mepphoto/21331.jpg,sylvie.goddyn@europarl.europa.eu,ENVI,PETI,ni,0.3,,+33388175149,Front national,+3222845149,21331,PECH,FEMM,+3222849149,D-MD,,D-IN,,,,,,,,,,,,,,
lu,http://www.charlesgoerens.lu/,+33388179612,Group of the Alliance of Liberals and Democrats for Europe,Charles GOERENS,charlesgoerens,,http://www.europarl.europa.eu/meps/en/840/CHARLES_GOERENS_home.html,Luxembourg,http://www.europarl.europa.eu/mepphoto/840.jpg,charles.goerens@europarl.europa.eu,DEVE,DROI,aldeadle,0.3,,+33388175612,Parti démocratique,+3222845612,840,BUDG,AFCO,+3222849612,DPAP,,DACP,,,,,,,,,,,,,,
fr,http://www.gollnisch.com,+33388179265,Non-attached Members,Bruno GOLLNISCH,brunogollnisch,,http://www.europarl.europa.eu/meps/en/1164/BRUNO_GOLLNISCH_home.html,France,http://www.europarl.europa.eu/mepphoto/1164.jpg,bruno.gollnisch@europarl.europa.eu,TRAN,D-JP,ni,0.5,http://www.facebook.com/pages/BRUNO-GOLLNISCH/10150116023785282,+33388175265,Front national,+3222845265,1164,ITRE,DSAS,+3222849265,,,,,,,,,,,,,,,,,
pt,http://www.anagomes.eu,+33388179824,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Ana GOMES,AnaGomesMEP,,http://www.europarl.europa.eu/meps/en/28306/ANA_GOMES_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/28306.jpg,anamaria.gomes@europarl.europa.eu,LIBE,SEDE,sd,0.3,https://www.facebook.com/pages/Ana-Gomes/199168490096879,+33388175824,Partido Socialista,+3222845824,28306,AFET,DROI,+3222849824,TAXE,DMAG,D-US,DMED,D-IQ,,,,,,,,,,,,
es,,+33388179141,Confederal Group of the European United Left - Nordic Green Left,Tania GONZÁLEZ PEÑAS,TaniaGonzalezPs,DAND,http://www.europarl.europa.eu/meps/en/127330/TANIA_GONZALEZ+PENAS_home.html,Spain,http://www.europarl.europa.eu/mepphoto/127330.jpg,tania.gonzalezpenas@europarl.europa.eu,TRAN,,guengl,0.15,https://www.facebook.com/taniagonzalezpenhas?fref=ts,+33388175141,PODEMOS,+3222845141,127330,EMPL,DLAT,+3222849141,,,,,,,,,,,,,,,,,
es,,+33388179372,Group of the European People's Party (Christian Democrats),Esteban GONZÁLEZ PONS,gonzalezpons,,http://www.europarl.europa.eu/meps/en/125027/ESTEBAN_GONZALEZ+PONS_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125027.jpg,esteban.gonzalezpons@europarl.europa.eu,AFCO,D-IL,epp,0.6000000000000001,https://www.facebook.com/pages/Esteban-Gonz%C3%A1lez-Pons/598994066850758,+33388175372,Partido Popular,+3222845372,125027,ITRE,FEMM,+3222849372,DACP,,DMED,,,,,,,,,,,,,,
pl,,+33388179799,European Conservatives and Reformists Group,Beata GOSIEWSKA,BeataGosiewska,,http://www.europarl.europa.eu/meps/en/124900/BEATA_GOSIEWSKA_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124900.jpg,beata.gosiewska@europarl.europa.eu,AGRI,D-JP,ecr,0.1,,+33388175799,Prawo i Sprawiedliwość,+3222845799,124900,CONT,D-CN,+3222849799,,,,,,,,,,,,,,,,,
fr,http://www.sylvie-goulard.eu,+33388179450,Group of the Alliance of Liberals and Democrats for Europe,Sylvie GOULARD,GoulardSylvie,,http://www.europarl.europa.eu/meps/en/97137/SYLVIE_GOULARD_home.html,France,http://www.europarl.europa.eu/mepphoto/97137.jpg,sylvie.goulard@europarl.europa.eu,ECON,TAXE,aldeadle,0.3,http://www.facebook.com/profile.php?id=100002401901978,+33388175450,Mouvement Démocrate,+3222845450,97137,AFCO,D-ZA,+3222849450,,,D-US,,,,,,,,,,,,,,
nl,,+33388179370,Non-attached Members,Marcel de GRAAFF,MJRLdeGraaff,,http://www.europarl.europa.eu/meps/en/125025/MARCEL_DE+GRAAFF_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125025.jpg,marcel.degraaff@europarl.europa.eu,AFET,D-IL,ni,0.3,,+33388175370,Partij voor de Vrijheid,+3222845370,125025,INTA,DASE,+3222849370,,,DMED,,,,,,,,,,,,,,
gr,,+33388179486,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Giorgos GRAMMATIKAKIS,,,http://www.europarl.europa.eu/meps/en/125112/GIORGOS_GRAMMATIKAKIS_home.html,Greece,http://www.europarl.europa.eu/mepphoto/125112.jpg,giorgos.grammatikakis@europarl.europa.eu,CULT,D-RU,sd,0.3,,+33388175486,The River,+3222845486,125112,ENVI,D-US,+3222849486,,,,,,,,,,,,,,,,,
es,,+33388179512,Group of the European People's Party (Christian Democrats),Luis de GRANDES PASCUAL,,,http://www.europarl.europa.eu/meps/en/28393/LUIS_DE+GRANDES+PASCUAL_home.html,Spain,http://www.europarl.europa.eu/mepphoto/28393.jpg,luis.degrandespascual@europarl.europa.eu,TRAN,DLAT,epp,0.4,https://www.facebook.com/pages/Luis-de-Grandes-Pascual/106034406095179,+33388175512,Partido Popular,+3222845512,28393,AFET,JURI,+3222849512,DMER,,,,,,DAND,,,,,,,,,,
ro,,+33388179526,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Maria GRAPINI,,,http://www.europarl.europa.eu/meps/en/124785/MARIA_GRAPINI_home.html,Romania,http://www.europarl.europa.eu/mepphoto/124785.jpg,maria.grapini@europarl.europa.eu,IMCO,DKOR,sd,0.7,,+33388175526,Partidul Conservator,+3222845526,124785,TRAN,D-MD,+3222849526,DEPA,,,,,,,,,,,,,,,,
de,http://www.inge-graessle.eu/,+33388179868,Group of the European People's Party (Christian Democrats),Ingeborg GRÄSSLE,inge_graessle,,http://www.europarl.europa.eu/meps/en/28220/INGEBORG_GRASSLE_home.html,Germany,http://www.europarl.europa.eu/mepphoto/28220.jpg,ingeborg.graessle@europarl.europa.eu,BUDG,D-CN,epp,0.4,https://www.facebook.com/inge.graessle,+33388175868,Christlich Demokratische Union Deutschlands,+3222845868,28220,EMPL,,+3222849868,,,,,,,CONT,,,,,,,,,,
at,,+33388179436,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Karoline GRASWANDER-HAINZ,,,http://www.europarl.europa.eu/meps/en/133316/KAROLINE_GRASWANDER-HAINZ_home.html,Austria,http://www.europarl.europa.eu/mepphoto/133316.jpg,karoline.graswander-hainz@europarl.europa.eu ,INTA,D-BR,sd,,,+33388175436,Sozialdemokratische Partei Österreichs,+3222845436,133316,TRAN,DASE,+3222849436,,,DMER,DLAT,,,,,,,,,,,,,
fr,http://www.nathalie-griesbeck.org,+33388179391,Group of the Alliance of Liberals and Democrats for Europe,Nathalie GRIESBECK,Nat_GRIESBECK,,http://www.europarl.europa.eu/meps/en/28208/NATHALIE_GRIESBECK_home.html,France,http://www.europarl.europa.eu/mepphoto/28208.jpg,nathalie.griesbeck@europarl.europa.eu,LIBE,DACP,aldeadle,0.3,http://www.facebook.com/pages/Nathalie-Griesbeck/122229430180,+33388175391,Mouvement Démocrate,+3222845391,28208,EMPL,DCAM,+3222849391,DLAT,,,,,,,,,,,,,,,,
gb,http://theresagriffin.eu/,+33388179271,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Theresa GRIFFIN,TheresaMEP,,http://www.europarl.europa.eu/meps/en/124961/THERESA_GRIFFIN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124961.jpg,theresa.griffin@europarl.europa.eu,ITRE,D-RU,sd,0.8,https://www.facebook.com/TheresaGriffinMEP,+33388175271,Labour Party,+3222845271,124961,TRAN,D-CN,+3222849271,,,,,,,,,,,,,,,,,
lv,,+33388179276,Non-attached Members,Iveta GRIGULE,IvetaGrigule,,http://www.europarl.europa.eu/meps/en/124745/IVETA_GRIGULE_home.html,Latvia,http://www.europarl.europa.eu/mepphoto/124745.jpg,iveta.grigule@europarl.europa.eu,AFET,SEDE,ni,0.3,,+33388175276,Zaļo un Zemnieku savienīb,+3222845276,124745,,,+3222849276,,,D-BY,D-IL,,DARP,DCAS,D-US,,,DEPA,,,,,,
pl,http://www.marekgrobarczyk.pl,+33388179864,European Conservatives and Reformists Group,Marek Józef GRÓBARCZYK,,,http://www.europarl.europa.eu/meps/en/96790/MAREK+JOZEF_GROBARCZYK_home.html,Poland,http://www.europarl.europa.eu/mepphoto/96790.jpg,marekjozef.grobarczyk@europarl.europa.eu,ITRE,D-CN,ecr,0.6,https://www.facebook.com/pages/Marek-Gr%C3%B3barczyk/132693910101846,+33388175864,Prawo i Sprawiedliwość,+3222845864,96790,PECH,DCAM,+3222849864,DLAT,,,,,,,,,,,,,,,,
de,http://www.matthias-groote.eu,+33388179431,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Matthias GROOTE,Groote,,http://www.europarl.europa.eu/meps/en/34728/MATTHIAS_GROOTE_home.html,Germany,http://www.europarl.europa.eu/mepphoto/34728.jpg,matthias.groote@europarl.europa.eu,ENVI,D-MX,sd,0.3,https://www.facebook.com/pages/Matthias-Groote/62299248104,+33388175431,Sozialdemokratische Partei Deutschlands,+3222845431,34728,REGI,D-BY,+3222849431,,,DLAT,,,,,,,,,,,,,,
fr,http://www.francoise-grossetete.eu/,+33388179952,Group of the European People's Party (Christian Democrats),Françoise GROSSETÊTE,GrosseteteF,,http://www.europarl.europa.eu/meps/en/2025/FRANCOISE_GROSSETETE_home.html,France,http://www.europarl.europa.eu/mepphoto/2025.jpg,francoise.grossetete@europarl.europa.eu,ENVI,D-RU,epp,0.6000000000000001,https://www.facebook.com/fgrossetete,+33388175952,Union pour un Mouvement Populaire,+3222845952,2025,ITRE,DEEA,+3222849952,,,,,,,,,,,,,,,,,
pl,http://andrzejgrzyb.eu/,+33388179185,Group of the European People's Party (Christian Democrats),Andrzej GRZYB,GrzybAndrzej,,http://www.europarl.europa.eu/meps/en/23785/ANDRZEJ_GRZYB_home.html,Poland,http://www.europarl.europa.eu/mepphoto/23785.jpg,andrzej.grzyb@europarl.europa.eu,ENVI,DROI,epp,0.4,https://www.facebook.com/pages/Andrzej-Grzyb-Pose%C5%82-do-Parlamentu-Europejskiego/235676093175456,+33388175185,Polskie Stronnictwo Ludowe,+3222845185,23785,AFET,D-TR,+3222849185,,,D-MD,DEPA,,,,,,,,,,,,,
it,,+33388179523,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Roberto GUALTIERI,gualtierieurope,,http://www.europarl.europa.eu/meps/en/96892/ROBERTO_GUALTIERI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/96892.jpg,roberto.gualtieri@europarl.europa.eu,TAXE,D-AF,sd,0.3,https://www.facebook.com/profile.php?id=1718182132,+33388175523,Partito Democratico,+3222845523,96892,AFET,AFCO,+3222849523,D-RU,,,,,,ECON,,,,,,,,,,
es,,+33388179334,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Enrique GUERRERO SALOM,,,http://www.europarl.europa.eu/meps/en/96768/ENRIQUE_GUERRERO+SALOM_home.html,Spain,http://www.europarl.europa.eu/mepphoto/96768.jpg,enrique.guerrerosalom@europarl.europa.eu,DEVE,DACP,sd,0.3,,+33388175334,Partido Socialista Obrero Español,+3222845334,96768,AFCO,DROI,+3222849334,D-CL,DLAT,,,,,,,,,,,,,,,
fr,http://www.sylvieguillaume.eu,+33388179433,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sylvie GUILLAUME,sylvieguillaume,,http://www.europarl.europa.eu/meps/en/96952/SYLVIE_GUILLAUME_home.html,France,http://www.europarl.europa.eu/mepphoto/96952.jpg,sylvie.guillaume@europarl.europa.eu,LIBE,,sd,0.3,https://www.facebook.com/sylvieguillaume.deputeeeuropeenne,+33388175433,Parti socialiste,+3222845433,96952,CULT,,+3222849433,,,,,,,,,,,,,,,,,
lt,,+33388179522,Group of the Alliance of Liberals and Democrats for Europe,Antanas GUOGA,TonyGuoga,DSCA,http://www.europarl.europa.eu/meps/en/124763/ANTANAS_GUOGA_home.html,Lithuania,http://www.europarl.europa.eu/mepphoto/124763.jpg,antanas.guoga@europarl.europa.eu,IMCO,DEPA,aldeadle,0.7,,+33388175522,Lietuvos Respublikos liberalų sąjūdis,+3222845522,124763,EMPL,DEEA,+3222849522,,,,,,,,,,,,,,,,,
se,,+33388179694,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Jytte GUTELAND,JytteGuteland,,http://www.europarl.europa.eu/meps/en/124991/JYTTE_GUTELAND_home.html,Sweden,http://www.europarl.europa.eu/mepphoto/124991.jpg,jytte.guteland@europarl.europa.eu,ENVI,D-IR,sd,0.3,,+33388175694,Arbetarepartiet- Socialdemokraterna,+3222845694,124991,JURI,DEPA,+3222849694,,,,,,,,,,,,,,,,,
es,http://www.sergiogutierrez.es,+33388179331,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sergio GUTIÉRREZ PRIETO,Sergio_GP,,http://www.europarl.europa.eu/meps/en/103488/SERGIO_GUTIERREZ+PRIETO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/103488.jpg,sergio.gutierrezprieto@europarl.europa.eu,IMCO,DPLC,sd,0.7,http://www.facebook.com/profile.php?id=739387569,+33388175331,Partido Socialista Obrero Español,+3222845331,103488,EMPL,LIBE,+3222849331,DCAR,DLAT,,,,,,,,,,,,,,,
hu,http://gyurkandras.hu/,+33388179727,Group of the European People's Party (Christian Democrats),András GYÜRK,,,http://www.europarl.europa.eu/meps/en/23816/ANDRAS_GYURK_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/23816.jpg,andras.gyurk@europarl.europa.eu,ITRE,DARP,epp,0.9,https://www.facebook.com/pages/Andr%C3%A1s-Gy%C3%BCrk/132821326756328,+33388175727,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,+3222845727,23816,AFET,DSCA,+3222849727,DEPA,,,,,,,,,,,,,,,,
cy,,+33388179657,Confederal Group of the European United Left - Nordic Green Left,Takis HADJIGEORGIOU,thadjigeorgiou,D-TR,http://www.europarl.europa.eu/meps/en/96907/TAKIS_HADJIGEORGIOU_home.html,Cyprus,http://www.europarl.europa.eu/mepphoto/96907.jpg,takis.hadjigeorgiou@europarl.europa.eu,PETI,DEPA,guengl,0.15,http://www.facebook.com/search.php?q=THEIN%2C+Alexandra&init=quick&tas=0.7750908017052294&search_first_focus=1302518842575#!/profile.php?id=1283133748,+33388175657,Progressive Party of Working People - Left - New Forces,+3222845657,96907,AFET,D-RS,+3222849657,D-UA,,,,,,,,,,,,,,,,
fi,,+33388179121,European Conservatives and Reformists Group,Jussi HALLA-AHO,Halla_aho,,http://www.europarl.europa.eu/meps/en/124727/JUSSI_HALLA-AHO_home.html,Finland,http://www.europarl.europa.eu/mepphoto/124727.jpg,jussi.halla-aho@europarl.europa.eu,LIBE,D-RU,ecr,0.25,,+33388175121,Perussuomalaiset,+3222845121,124727,IMCO,DCAS,+3222849121,,,,,,,,,,,,,,,,,
de,,+33388179658,Confederal Group of the European United Left - Nordic Green Left,Thomas HÄNDEL,thaendel,,http://www.europarl.europa.eu/meps/en/96851/THOMAS_HANDEL_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96851.jpg,thomas.haendel@europarl.europa.eu,DASE,,guengl,0.3,http://www.facebook.com/profile.php?id=1599704639,+33388175658,DIE LINKE.,+3222845658,96851,IMCO,DACP,+3222849658,,,,,,,EMPL,,,,,,,,,,
gb,http://www.hannan.co.uk,+33388179137,European Conservatives and Reformists Group,Daniel HANNAN,DanHannanMEP,DACP,http://www.europarl.europa.eu/meps/en/4555/DANIEL_HANNAN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4555.jpg,daniel.hannan@europarl.europa.eu,PETI,,ecr,0.1,http://www.facebook.com/danielhannan,+33388175137,Conservative Party,+3222845137,4555,AFCO,D-ZA,+3222849137,,,,,,,,,,,,,,,,,
ie,,+33388179797,Group of the Alliance of Liberals and Democrats for Europe,Marian HARKIN,MarianHarkin,,http://www.europarl.europa.eu/meps/en/28116/MARIAN_HARKIN_home.html,Ireland,http://www.europarl.europa.eu/mepphoto/28116.jpg,marian.harkin@europarl.europa.eu,EMPL,D-US,aldeadle,0.3,http://www.facebook.com/marianharkin,+33388175797,Independent,+3222845797,28116,ECON,PETI,+3222849797,TAXE,DANZ,,,,,,,,,,,,,,,
de,http://www.rebecca-harms.de,+33388179695,Group of the Greens/European Free Alliance,Rebecca HARMS,RebHarms,,http://www.europarl.europa.eu/meps/en/28233/REBECCA_HARMS_home.html,Germany,http://www.europarl.europa.eu/mepphoto/28233.jpg,rebecca.harms@europarl.europa.eu,D-UA,DEPA,greensefa,0.35,,+33388175695,Bündnis 90/Die Grünen,+3222845695,28233,AFET,ITRE,+3222849695,D-RU,,,,,,,,,,,,,,,,
de,http://www.martin-haeusling.eu/,+33388179820,Group of the Greens/European Free Alliance,Martin HÄUSLING,MartinHaeusling,,http://www.europarl.europa.eu/meps/en/96752/MARTIN_HAUSLING_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96752.jpg,martin.haeusling@europarl.europa.eu,AGRI,D-CL,greensefa,0.15,,+33388175820,Bündnis 90/Die Grünen,+3222845820,96752,ENVI,D-CA,+3222849820,,,DLAT,,,,,,,,,,,,,,
fi,http://www.heidihautala.fi,+33388179518,Group of the Greens/European Free Alliance,Heidi HAUTALA,heidihautala,,http://www.europarl.europa.eu/meps/en/2054/HEIDI_HAUTALA_home.html,Finland,http://www.europarl.europa.eu/mepphoto/2054.jpg,heidi.hautala@europarl.europa.eu,DEVE,DSCA,greensefa,0.15,http://www.facebook.com/profile.php?id=100000894290672&sk=wall,+33388175518,Vihreä liitto,+3222845518,2054,BUDG,JURI,+3222849518,D-RU,DACP,,,,,DEPA,,,,,,,,,,
ie,https://brianhayesdublin.wordpress.com/,+33388179275,Group of the European People's Party (Christian Democrats),Brian HAYES,brianhayesMEP,D-IQ,http://www.europarl.europa.eu/meps/en/118658/BRIAN_HAYES_home.html,Ireland,http://www.europarl.europa.eu/mepphoto/118658.jpg,brian.hayes@europarl.europa.eu,ECON,,epp,0.4,https://www.facebook.com/BrianHayesFG,+33388175275,Fine Gael Party,+3222845275,118658,DEVE,CONT,+3222849275,TAXE,D-ZA,,,,,,,,,,,,,,,
nl,https://europa.partijvoordedieren.nl,+33388179629,Confederal Group of the European United Left - Nordic Green Left,Anja HAZEKAMP,anjahazekamp,,http://www.europarl.europa.eu/meps/en/125023/ANJA_HAZEKAMP_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125023.jpg,anja.hazekamp@europarl.europa.eu,AGRI,D-JP,guengl,0.15,https://www.facebook.com/anja.hazekamp,+33388175629,Partij voor de Dieren,+3222845629,125023,PECH,PETI,+3222849629,DEEA,,,,,,,,,,,,,,,,
se,http://www.sap.se/anna,+33388179527,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Anna HEDH,AnnaHedh,DEEA,http://www.europarl.europa.eu/meps/en/28131/ANNA_HEDH_home.html,Sweden,http://www.europarl.europa.eu/mepphoto/28131.jpg,anna.hedh@europarl.europa.eu,REGI,FEMM,sd,0.3,https://www.facebook.com/ahedh,+33388175527,Arbetarepartiet- Socialdemokraterna,+3222845527,28131,LIBE,DCAM,+3222849527,,,,,,,,,,,,,,,,,
